house_size_sqm,num_occupants,season,ac,fridge,lights,fans,washing_machine,tv,bill
142,5,0,3,24,4,15,4,9,1645
147,4,0,0,24,3,9,3,6,1333
131,1,0,5,24,4,12,0,2,1263
87,6,1,9,24,10,12,1,4,1863
63,6,1,7,24,5,9,2,6,1709
185,2,0,7,24,5,10,2,6,1670
140,6,0,5,24,7,5,0,8,1568
103,6,1,6,23,10,12,1,6,1751
179,1,1,16,23,5,14,1,2,2142
150,2,1,11,23,4,13,1,1,1791
138,3,1,8,23,3,10,1,4,1715
105,5,0,3,23,3,11,2,6,1469
143,4,0,5,23,4,4,1,8,1566
142,3,0,5,24,10,10,0,1,1439
133,2,1,10,24,4,11,2,6,1857
134,1,1,13,23,1,8,2,5,1851
71,4,0,2,24,3,4,3,4,1192
84,5,1,9,23,10,10,1,2,1717
65,6,0,7,23,6,8,3,6,1666
99,6,1,7,24,8,9,3,9,1871
171,3,0,4,24,6,4,3,0,1409
177,5,0,2,24,5,10,1,9,1512
162,2,0,11,23,4,10,1,8,1882
66,5,0,6,23,5,14,2,6,1532
129,1,1,8,24,1,8,0,1,1450
179,3,0,5,23,8,8,3,6,1666
181,3,0,4,24,7,10,1,1,1452
134,1,0,6,24,4,11,0,1,1330
143,5,0,5,24,7,9,2,7,1688
183,1,1,8,23,6,13,0,4,1799
130,4,0,3,23,1,6,2,3,1300
118,1,0,8,24,6,8,1,5,1498
118,5,1,8,24,9,8,0,6,1691
197,1,0,3,23,8,10,0,2,1381
65,2,0,4,23,7,11,2,3,1337
100,6,0,3,24,10,18,2,6,1583
154,1,0,8,23,4,12,1,0,1550
115,6,1,14,24,7,5,3,8,2217
58,1,1,2,24,3,7,0,5,1126
156,5,1,8,24,5,15,1,5,1885
149,4,1,10,24,8,12,2,5,1968
135,4,1,9,24,7,11,1,4,1806
113,6,1,13,24,8,10,4,8,2248
71,5,0,4,23,3,5,3,4,1389
159,5,0,7,24,7,2,2,7,1714
146,5,0,7,24,9,5,4,5,1778
67,2,0,2,24,6,7,1,5,1158
120,3,1,11,24,4,11,1,4,1840
176,1,0,8,23,4,7,2,3,1601
146,5,0,6,23,9,4,2,3,1565
50,5,1,2,24,7,9,1,6,1311
181,5,0,4,24,9,8,1,5,1593
53,4,0,5,24,10,8,0,6,1373
174,5,1,10,24,6,9,2,8,2060
131,1,0,8,23,2,6,2,4,1496
76,5,0,7,23,6,10,2,3,1532
108,1,1,10,24,8,11,2,2,1697
81,2,0,7,23,7,6,1,6,1427
77,3,0,6,24,6,9,1,5,1451
155,4,0,5,23,8,1,2,3,1550
154,1,0,6,23,4,7,1,6,1554
119,6,0,2,23,6,7,2,8,1477
111,2,1,14,23,4,10,1,6,1954
83,3,0,1,23,10,5,0,4,1117
136,3,0,0,24,6,9,2,9,1340
163,3,0,13,23,5,4,0,4,1801
155,1,1,10,23,5,5,1,5,1766
105,2,1,12,23,5,10,3,4,1903
162,5,1,12,23,5,9,3,1,2015
62,6,0,7,24,9,4,2,5,1547
67,2,0,6,23,2,9,0,5,1275
162,2,0,8,24,5,7,1,6,1624
88,2,0,0,24,6,10,1,0,1043
128,1,0,3,24,1,8,0,3,1124
195,6,1,3,24,8,10,2,8,1769
200,1,0,5,23,4,4,2,1,1395
79,6,0,3,24,4,4,2,6,1309
147,6,1,10,24,7,9,1,6,2049
107,1,1,6,23,6,9,0,3,1492
116,6,1,8,24,13,13,1,4,1849
120,2,1,8,23,4,13,2,5,1708
195,1,1,12,23,5,6,1,2,1885
155,6,0,8,24,9,4,2,5,1772
56,3,0,5,24,6,2,2,7,1381
89,1,0,7,24,6,5,2,3,1413
119,4,0,6,24,5,11,2,7,1584
117,1,0,9,24,4,9,1,1,1492
98,1,1,15,23,2,11,0,6,1966
101,1,0,0,24,4,7,1,2,1017
163,6,0,10,23,4,5,2,5,1913
156,1,1,6,23,1,13,0,3,1532
78,4,1,9,23,8,12,1,5,1766
198,5,0,8,24,4,10,4,10,1981
127,1,0,7,23,6,5,1,2,1453
58,3,1,8,23,5,10,1,4,1525
125,4,0,5,24,6,4,1,5,1494
91,5,1,10,24,5,8,4,5,1901
177,6,0,6,24,7,5,3,9,1777
69,1,1,3,23,8,12,2,4,1353
121,5,1,9,24,5,12,2,4,1888
114,3,1,7,23,5,14,0,2,1558
162,4,0,4,23,8,1,3,9,1680
73,4,1,6,24,4,10,3,5,1609
177,6,1,5,24,5,20,2,7,1980
132,6,0,4,23,7,9,1,7,1550
112,6,0,5,23,9,7,3,5,1624
109,5,0,7,24,6,10,2,5,1635
148,1,1,8,24,4,8,2,3,1678
111,2,1,14,24,5,7,1,2,1865
79,4,1,10,23,6,10,2,5,1781
71,2,0,1,23,4,8,1,4,1073
175,4,0,5,23,8,10,1,0,1521
91,6,1,15,23,7,13,1,7,2138
147,1,0,8,23,3,5,2,2,1517
80,1,0,3,24,5,9,0,7,1229
161,4,1,13,24,5,13,2,8,2182
195,5,1,7,24,4,13,2,6,1951
171,6,0,5,23,11,9,1,1,1612
66,1,1,1,23,5,12,0,6,1213
87,1,0,7,24,3,9,1,4,1370
191,3,0,3,24,3,7,1,2,1384
159,1,1,10,23,2,16,1,6,1859
71,3,1,4,24,4,13,0,0,1272
105,1,0,6,24,2,7,0,3,1311
168,1,0,6,23,4,2,2,7,1509
196,5,1,6,23,10,17,3,7,2070
106,5,0,4,24,5,5,3,6,1478
84,6,0,5,23,14,3,2,6,1565
163,1,0,8,24,6,10,2,4,1595
174,6,0,11,23,11,8,1,9,2047
178,6,0,10,23,4,9,1,1,1843
101,6,1,7,23,6,7,2,7,1801
134,6,0,4,24,6,10,2,6,1622
114,4,0,1,24,6,12,1,5,1329
178,4,1,8,23,7,10,1,1,1767
70,1,1,11,23,1,9,0,4,1654
65,4,1,4,24,8,8,1,3,1417
172,1,0,6,23,3,10,0,6,1475
110,5,0,4,24,10,11,3,4,1550
103,2,1,7,23,6,9,0,0,1424
75,3,1,5,23,8,9,2,2,1503
129,4,1,4,23,5,11,2,3,1580
114,4,1,5,23,7,10,2,7,1667
149,5,1,10,24,6,6,2,5,1945
123,4,0,7,24,7,2,1,6,1589
66,1,1,13,23,5,10,0,1,1669
170,1,0,7,24,8,5,2,5,1570
72,2,0,6,23,7,9,0,6,1399
184,2,1,16,24,6,8,1,5,2136
120,2,1,10,23,5,3,3,3,1782
157,1,1,13,23,5,10,1,3,1953
128,6,1,8,24,4,13,2,5,1852
95,6,1,11,23,5,16,1,7,1954
127,2,0,6,23,3,14,1,4,1438
65,2,1,8,23,8,9,1,6,1584
120,1,1,14,23,3,8,1,0,1756
145,5,0,2,23,6,8,3,6,1495
196,4,1,8,23,7,12,2,7,2017
51,3,1,12,23,4,9,1,4,1666
59,6,1,11,24,10,9,2,5,1890
174,6,0,7,23,2,11,3,6,1855
130,1,1,11,23,7,7,0,5,1805
189,1,1,12,24,8,10,1,5,2011
119,3,1,10,24,6,14,2,6,1836
199,3,1,12,23,4,14,3,3,2084
81,2,0,2,24,7,11,3,4,1242
154,3,1,14,23,4,17,2,7,2213
133,4,0,5,23,10,9,2,1,1538
178,4,1,8,23,7,10,3,10,2014
107,6,1,10,24,5,7,3,3,1896
195,4,1,12,24,8,9,2,4,2083
183,4,0,8,24,4,1,3,3,1704
94,4,1,12,24,4,11,1,6,1886
146,2,1,9,24,7,11,0,4,1740
72,6,0,4,24,6,7,3,7,1455
72,1,1,6,23,5,8,1,4,1419
184,6,1,11,23,8,11,2,5,2089
128,6,1,7,24,6,10,3,6,1823
93,6,1,7,23,6,8,3,8,1787
76,3,0,7,24,9,8,1,4,1493
75,1,0,5,24,6,10,0,3,1244
146,3,0,10,23,5,6,2,4,1707
85,2,1,12,23,5,9,2,5,1835
158,2,1,11,24,3,9,0,4,1837
104,5,1,10,23,7,9,2,7,1972
118,5,1,9,24,7,12,2,4,1878
110,2,0,8,24,7,9,3,4,1638
179,2,1,12,23,1,12,2,3,1932
104,3,0,8,23,5,7,0,6,1527
171,2,1,8,23,5,11,2,4,1801
146,1,1,6,23,5,5,1,3,1499
129,3,0,7,23,6,5,2,7,1566
136,2,1,12,24,6,10,0,6,1858
87,3,0,5,24,5,8,0,3,1266
168,3,0,8,24,3,10,0,3,1627
127,4,1,7,24,3,9,4,7,1805
84,5,0,7,23,6,2,2,2,1448
128,3,0,9,23,11,9,1,5,1665
116,6,1,12,23,8,5,3,7,2092
136,3,0,6,23,11,6,2,6,1642
83,6,0,8,24,8,2,3,3,1567
146,4,1,6,24,4,16,1,5,1703
200,2,0,9,24,5,4,1,2,1681
120,3,1,12,24,11,11,1,4,1995
52,4,0,6,23,8,7,1,6,1394
107,1,1,6,23,6,5,2,2,1501
81,4,1,9,23,5,15,3,5,1795
80,5,1,8,24,7,12,2,5,1789
131,5,1,4,23,4,9,2,3,1542
92,2,1,5,24,4,7,1,4,1409
184,6,0,10,24,7,4,0,7,1901
154,2,1,9,23,4,5,3,6,1762
50,6,1,11,23,9,10,4,10,1968
110,6,0,9,24,6,8,4,6,1875
63,6,1,10,23,8,14,2,4,1889
55,6,0,2,24,9,10,2,5,1377
152,5,0,9,24,11,10,3,4,1915
59,5,1,9,24,7,12,1,5,1736
120,3,0,6,24,3,8,2,4,1476
139,5,0,3,24,6,7,2,8,1520
198,2,0,5,24,9,10,0,1,1508
175,5,1,8,23,8,9,3,6,1927
146,2,0,9,23,5,7,1,2,1595
123,1,1,14,24,6,11,1,4,1948
164,5,1,13,23,7,13,1,7,2178
100,2,0,6,24,2,6,2,6,1364
105,6,1,8,24,7,16,3,4,1898
90,4,0,6,23,5,15,2,7,1554
81,6,0,3,24,6,3,3,5,1404
64,3,1,8,23,5,12,2,5,1689
111,2,1,7,23,1,14,1,3,1556
77,6,1,10,23,7,9,3,6,1890
113,5,0,7,24,3,9,2,6,1579
179,5,0,9,23,8,6,2,9,1944
176,1,0,8,23,0,6,2,0,1520
85,4,1,10,24,3,10,1,8,1781
163,2,0,3,24,1,4,0,3,1226
62,6,0,1,24,8,7,2,5,1262
64,4,0,5,24,6,4,0,3,1234
138,1,0,9,24,8,8,1,8,1664
71,3,1,8,23,6,11,0,5,1557
123,4,0,5,24,2,8,2,4,1482
74,1,1,9,24,3,12,1,2,1498
150,2,0,0,23,5,8,1,4,1206
166,3,0,7,24,6,10,2,1,1623
90,5,0,3,24,3,6,3,5,1369
137,1,1,12,24,6,13,0,4,1843
159,5,1,10,23,5,12,2,5,1990
169,3,1,10,23,4,10,2,7,1939
146,1,0,5,24,7,6,0,2,1295
194,1,0,6,24,5,3,2,3,1554
106,3,1,5,24,6,7,1,2,1420
179,2,0,9,24,6,12,0,6,1755
145,1,0,4,23,1,4,1,2,1265
170,3,1,9,24,6,8,0,7,1803
111,4,0,5,24,10,7,1,4,1491
186,5,0,3,23,6,8,3,7,1587
117,1,0,4,23,5,6,0,2,1236
130,4,1,15,23,11,12,3,3,2202
66,1,0,5,23,8,8,0,4,1258
166,2,1,8,23,4,12,2,1,1743
99,3,0,0,24,6,12,2,9,1310
161,1,1,13,24,6,11,0,4,1893
143,3,1,7,24,10,10,1,4,1798
134,6,1,8,24,5,4,3,1,1801
198,1,1,10,23,11,17,2,4,2062
195,2,0,4,23,6,13,1,6,1598
123,2,1,9,24,4,14,2,3,1760
158,4,0,5,23,7,8,3,5,1645
194,2,0,9,23,4,7,0,5,1716
67,3,1,9,23,5,10,3,8,1769
91,6,0,9,24,6,9,3,4,1720
150,2,0,10,23,4,10,0,6,1723
94,1,0,2,24,1,5,0,5,1053
131,2,0,5,24,2,6,2,1,1332
66,6,1,15,24,5,10,4,2,2022
122,3,0,2,23,6,9,1,3,1285
63,1,0,7,23,3,10,3,3,1394
181,4,0,8,23,10,11,3,2,1848
131,4,0,3,23,7,8,3,6,1502
197,4,0,5,24,5,13,2,3,1686
169,1,1,16,23,8,11,2,5,2221
169,4,0,12,23,6,13,0,4,1927
96,2,1,10,24,5,13,1,3,1727
156,1,0,2,24,6,6,1,6,1314
157,1,1,14,24,4,17,1,6,2061
58,1,0,0,24,5,3,2,5,1033
128,5,0,8,23,8,12,2,3,1700
64,3,1,3,24,3,10,2,2,1287
68,5,1,8,24,6,5,2,4,1628
139,5,1,12,23,5,18,3,9,2251
75,5,0,0,24,7,9,2,3,1151
141,3,1,8,24,3,10,1,6,1734
131,5,1,10,23,10,10,3,3,1963
180,4,1,10,24,5,14,3,6,2052
91,1,0,3,23,4,8,1,2,1118
68,1,0,4,23,4,14,0,4,1224
66,2,0,7,24,3,6,2,2,1363
125,6,1,14,23,7,7,1,5,2089
112,4,0,7,24,8,9,0,5,1536
180,3,0,11,24,5,9,2,3,1847
156,6,0,5,23,6,5,2,4,1560
98,1,0,7,24,6,4,1,3,1383
104,5,1,6,24,8,8,4,6,1752
148,2,0,15,23,5,6,2,0,1826
101,2,1,9,23,7,8,0,4,1592
149,1,1,12,24,5,15,2,0,1905
166,4,1,5,23,10,10,0,6,1709
167,6,1,13,23,6,15,2,10,2306
56,2,1,8,24,3,4,1,4,1480
95,1,1,10,24,7,12,0,4,1638
95,4,0,5,24,2,8,3,3,1436
149,1,1,10,23,3,14,1,3,1795
193,1,0,6,23,3,7,1,0,1413
103,4,1,9,23,6,8,2,7,1787
111,4,0,10,24,6,8,3,3,1809
178,4,1,9,24,8,11,1,5,1908
98,1,0,12,24,5,6,0,7,1652
74,2,0,5,24,4,7,2,4,1307
59,3,1,12,24,5,9,1,4,1752
167,3,1,14,24,4,16,1,5,2114
193,1,1,6,24,6,10,1,6,1691
141,1,1,6,24,7,10,1,3,1641
183,2,0,5,23,5,7,2,7,1577
193,4,0,2,23,6,7,2,6,1525
197,1,1,10,24,5,11,1,5,1883
129,5,1,10,23,6,8,1,7,1907
120,4,0,7,23,6,7,3,5,1680
127,1,1,10,23,4,6,2,3,1701
92,5,0,5,24,8,8,0,5,1397
139,6,1,13,23,6,11,4,4,2197
127,2,1,12,24,1,7,1,2,1842
75,5,0,10,23,4,9,3,5,1655
170,1,0,7,23,9,6,1,3,1609
94,3,1,2,24,5,15,2,3,1353
112,1,0,7,24,6,7,2,1,1400
117,3,1,16,23,5,15,2,6,2190
51,2,0,7,23,5,9,2,7,1450
191,2,1,15,24,3,7,0,8,2172
157,4,1,10,24,9,9,5,6,2062
79,4,1,11,24,5,15,1,2,1813
98,3,0,9,24,4,10,2,8,1694
189,3,0,6,23,6,5,2,6,1679
93,2,0,3,24,7,9,2,6,1331
62,5,0,6,23,6,6,1,8,1405
127,3,1,12,24,2,10,2,8,2005
175,3,0,0,24,2,12,1,5,1251
147,5,0,5,24,10,9,0,4,1528
75,4,0,0,24,6,4,1,8,1185
198,4,1,11,23,9,11,4,0,2069
97,3,0,10,24,6,11,1,3,1617
115,4,0,3,24,4,9,2,9,1506
136,4,1,9,23,7,10,2,4,1848
128,6,1,12,24,8,9,3,9,2181
72,4,1,11,23,7,11,2,4,1817
130,2,1,12,23,5,2,2,1,1775
97,1,1,9,24,4,11,1,4,1646
173,3,1,12,24,8,7,3,6,2086
179,3,1,12,24,5,7,1,4,1975
133,2,0,4,24,5,8,2,5,1464
69,1,1,3,23,3,11,1,4,1242
95,1,1,6,24,2,10,0,4,1363
180,2,1,15,23,3,10,1,10,2240
61,5,1,15,24,4,9,4,4,2107
89,5,1,9,23,2,5,2,6,1694
115,1,0,10,24,3,7,2,2,1600
149,5,0,5,24,10,9,2,3,1639
127,5,0,7,23,6,4,3,5,1587
65,5,0,2,24,4,6,2,2,1194
132,1,0,9,23,6,7,2,4,1628
93,5,0,3,23,6,7,2,6,1407
183,3,0,4,24,5,7,2,3,1557
149,6,1,10,24,5,11,1,6,2000
71,1,1,11,23,5,8,0,6,1668
67,2,1,9,24,5,12,1,3,1587
61,5,1,7,24,7,9,2,3,1675
172,4,1,8,23,6,13,0,4,1820
166,1,1,5,23,4,11,1,6,1603
100,2,0,4,24,5,9,1,8,1330
120,6,1,9,24,7,13,1,6,1888
97,3,1,11,24,3,12,3,5,1869
68,2,1,5,23,9,13,1,4,1495
55,5,0,6,24,8,12,1,5,1474
133,4,0,4,23,6,4,3,3,1441
102,5,0,3,23,6,6,0,6,1336
156,2,1,14,23,5,9,0,3,1998
150,1,1,3,24,5,14,0,0,1396
97,4,1,5,23,9,10,2,6,1638
184,4,0,7,23,5,5,2,3,1650
118,2,0,5,23,6,5,0,0,1231
60,6,1,3,24,4,13,3,6,1524
192,6,0,5,23,9,8,4,5,1817
180,5,1,13,23,7,6,2,4,2127
171,2,0,3,24,5,6,0,6,1387
118,4,0,9,23,2,2,4,2,1666
72,2,0,2,24,4,10,1,7,1198
86,4,1,3,23,4,11,1,6,1398
58,5,0,7,23,5,7,2,8,1586
64,1,1,9,24,1,6,0,1,1425
180,1,1,6,23,4,9,0,8,1628
142,2,1,8,24,9,12,1,3,1785
66,4,0,9,24,7,7,2,4,1610
198,1,0,9,24,5,6,0,4,1648
121,4,0,9,24,7,12,2,5,1747
198,5,1,8,24,11,6,2,6,2004
170,2,0,10,23,3,6,2,4,1764
60,4,0,0,24,4,5,3,1,1128
121,2,1,5,23,4,12,2,6,1582
155,4,1,13,23,3,11,2,6,2095
174,6,1,6,23,8,10,2,4,1888
84,6,0,9,24,6,4,1,3,1616
168,4,0,3,23,7,8,0,6,1479
63,5,1,5,23,8,5,1,6,1541
63,2,0,8,23,8,6,2,6,1529
59,3,1,6,23,7,9,1,7,1548
189,4,0,9,24,5,10,0,9,1820
87,4,1,5,23,5,12,1,4,1499
157,6,0,5,23,5,9,4,4,1712
168,1,1,13,24,5,11,1,1,1876
83,6,1,6,24,8,14,1,5,1655
59,2,1,11,24,2,13,2,6,1766
171,6,0,5,23,9,4,3,3,1634
194,3,0,7,23,6,6,1,2,1663
194,5,0,4,24,6,9,2,4,1612
164,3,1,8,23,3,11,2,5,1817
50,5,1,5,23,9,10,2,7,1579
61,3,1,6,24,7,12,3,4,1581
152,6,1,15,23,9,5,3,4,2250
53,3,1,11,23,5,12,1,6,1785
190,6,1,12,24,10,14,3,5,2301
147,6,1,8,23,9,13,3,0,1853
155,2,1,8,23,8,18,2,5,1898
134,6,1,7,24,9,12,2,7,1893
170,1,0,5,24,3,7,2,6,1533
181,3,1,11,24,6,15,0,3,1957
131,4,0,7,23,9,5,3,6,1695
68,4,1,8,24,7,9,1,7,1653
179,4,0,8,24,4,7,2,8,1777
61,1,1,11,24,5,8,2,2,1625
130,6,0,4,23,9,10,3,4,1589
123,3,1,13,23,3,13,2,2,1889
147,5,1,7,24,5,9,2,0,1692
55,5,1,10,24,4,11,1,6,1743
185,2,0,7,24,6,8,3,1,1668
174,1,1,11,23,8,12,1,6,1976
100,3,0,4,24,1,7,2,2,1255
60,6,0,8,24,7,5,4,6,1728
176,4,0,5,23,5,12,1,1,1551
189,1,0,11,23,8,5,0,5,1772
122,1,0,10,23,5,6,0,7,1633
51,3,1,9,23,7,13,0,6,1628
57,6,0,3,23,10,7,4,8,1562
188,2,0,4,24,5,14,1,6,1593
173,6,0,0,24,3,5,1,8,1368
102,2,0,7,24,5,5,0,3,1392
59,2,1,5,23,5,10,3,0,1358
161,4,1,7,23,4,13,2,5,1814
57,4,1,10,24,2,11,3,5,1782
85,3,0,3,23,3,9,0,6,1230
155,6,0,7,24,10,12,3,8,1910
63,2,0,6,24,3,1,0,5,1258
135,3,1,15,23,11,5,1,0,2049
198,2,0,8,23,8,6,1,1,1671
99,1,1,7,24,6,10,1,3,1482
69,5,0,4,24,3,4,2,7,1330
136,5,0,4,24,9,11,1,4,1506
184,2,1,16,24,4,11,1,3,2170
186,3,0,8,23,2,11,0,6,1700
178,4,1,12,24,7,10,3,5,2099
87,6,0,9,23,8,7,2,9,1759
93,2,1,6,24,3,7,0,4,1402
135,2,0,1,24,4,7,3,3,1256
93,6,0,5,24,7,11,2,3,1525
123,4,0,1,23,6,9,3,3,1349
168,2,0,5,24,6,9,1,3,1508
171,1,0,0,23,4,6,1,7,1215
183,4,1,7,23,9,8,2,10,1949
194,1,1,15,24,5,9,1,3,2075
100,5,0,6,24,3,9,3,8,1628
87,6,1,14,23,9,7,4,7,2173
100,4,1,9,24,4,10,1,4,1698
59,4,1,8,23,8,8,0,3,1593
169,3,1,11,23,6,8,1,5,1959
198,3,0,18,23,4,10,2,2,2245
119,6,1,13,24,6,11,2,11,2199
134,4,1,7,23,7,14,3,6,1886
106,5,0,6,24,7,6,3,8,1658
175,2,0,7,23,7,11,2,4,1693
88,6,0,7,24,8,10,2,9,1759
82,6,0,10,24,7,5,2,8,1775
67,3,0,6,23,6,11,1,5,1373
106,5,0,4,23,6,5,2,2,1408
145,6,0,11,23,8,12,2,4,1941
97,5,0,1,23,7,12,2,7,1386
91,6,1,8,23,8,11,2,8,1869
76,3,0,7,24,10,7,1,6,1540
123,2,1,7,23,6,7,2,5,1632
159,3,0,6,23,8,14,1,7,1687
81,6,0,3,23,6,3,2,7,1400
75,5,1,8,24,7,6,4,7,1843
74,1,0,2,24,0,5,1,7,1054
124,3,0,6,24,6,9,2,4,1556
72,5,1,7,24,5,3,2,9,1720
106,3,1,13,23,4,8,0,0,1760
175,6,1,12,23,7,10,4,6,2269
136,5,1,12,24,6,16,1,5,2025
80,2,1,9,24,2,9,1,6,1612
113,5,1,8,24,6,10,4,4,1903
82,4,0,6,24,13,11,1,4,1570
51,1,0,5,23,5,7,2,1,1214
67,6,0,0,24,8,3,3,7,1263
133,5,0,6,24,4,9,2,6,1619
84,6,0,7,23,5,2,4,7,1619
163,3,1,8,23,4,11,2,4,1763
195,3,1,14,24,6,13,2,5,2232
159,5,0,7,23,4,6,1,4,1619
137,4,1,9,23,9,9,2,6,1940
121,5,0,7,23,4,11,3,8,1666
174,2,1,9,24,7,10,2,4,1885
79,4,0,5,24,7,6,3,4,1481
102,6,0,4,23,10,8,1,6,1515
187,5,0,8,24,4,12,2,6,1817
136,6,1,14,23,13,9,2,7,2235
188,1,1,9,23,5,10,0,3,1725
62,4,0,7,23,8,1,1,5,1398
89,5,1,8,23,7,14,2,7,1809
138,1,0,5,23,2,5,0,3,1253
117,5,0,4,24,5,8,2,6,1487
91,2,1,4,23,5,15,2,4,1470
196,3,0,8,24,4,8,2,4,1762
143,6,0,7,23,7,12,2,7,1782
68,5,0,5,23,8,11,3,6,1489
72,4,1,13,23,9,12,1,4,1931
103,5,0,10,24,10,1,4,7,1819
114,5,0,9,24,6,0,2,5,1660
189,5,0,6,24,6,11,3,5,1770
73,5,0,4,24,3,9,2,7,1416
83,4,1,6,24,1,12,2,6,1571
102,4,0,5,23,6,6,2,5,1530
185,5,0,7,23,9,6,2,6,1822
67,3,1,10,24,6,10,1,4,1669
106,5,1,6,23,7,9,1,5,1599
161,6,1,9,24,5,12,2,5,1999
54,6,1,3,24,6,13,1,12,1540
62,4,1,6,23,8,8,0,6,1440
132,6,1,12,24,8,13,3,5,2128
78,6,0,1,23,6,8,2,7,1312
52,2,0,9,24,6,7,2,1,1433
139,5,1,13,24,7,11,1,5,2129
153,5,0,8,24,9,4,1,8,1777
172,5,1,14,23,7,9,3,10,2348
125,5,0,5,23,6,0,3,4,1518
179,1,1,8,24,4,12,2,5,1794
157,5,1,10,23,4,10,2,4,1942
131,4,0,0,23,3,7,0,7,1202
126,4,1,13,23,5,10,2,2,1961
51,1,0,3,23,7,9,2,4,1203
176,5,1,8,23,7,8,2,3,1879
184,3,1,9,24,5,11,3,4,1959
75,5,0,5,23,8,11,3,5,1506
137,4,1,10,24,8,5,2,5,1894
65,2,0,4,23,4,7,2,7,1335
200,6,0,7,24,6,5,2,7,1847
122,2,0,7,24,11,11,1,4,1627
81,3,0,1,23,4,9,0,5,1140
64,5,0,5,23,5,10,2,6,1461
190,1,1,10,23,4,13,1,5,1895
54,5,1,2,23,5,16,2,6,1414
123,3,0,2,24,2,8,1,7,1347
101,3,1,7,24,6,8,1,3,1607
126,6,0,11,24,6,9,4,6,2007
159,3,1,12,23,6,9,1,4,1929
192,2,0,8,24,3,9,0,4,1629
155,6,1,9,24,10,11,2,6,2060
176,5,0,5,24,6,5,2,6,1705
56,5,1,5,23,5,10,2,4,1586
89,1,0,4,24,3,2,2,0,1141
148,3,0,10,24,5,6,1,5,1753
192,3,1,7,24,8,10,3,3,1847
134,4,0,4,23,5,4,1,3,1358
114,6,0,8,23,4,6,1,6,1604
181,4,1,13,23,9,16,2,8,2296
60,6,1,6,23,3,12,2,9,1726
157,2,0,10,23,10,4,1,4,1724
75,6,0,3,23,3,6,3,3,1305
200,5,0,4,23,6,4,3,8,1707
134,1,0,10,23,4,10,0,8,1671
200,6,1,11,23,9,8,0,10,2172
172,6,0,6,23,8,6,2,6,1782
193,6,0,7,24,11,10,2,7,1996
117,1,1,6,23,1,11,1,4,1514
153,3,1,8,23,2,10,0,5,1673
129,1,0,10,24,7,8,0,2,1524
102,3,1,15,24,10,8,1,3,1978
155,5,1,7,23,9,15,1,7,1941
93,1,1,8,23,6,7,0,4,1496
189,3,0,7,24,8,9,1,6,1709
139,5,0,6,24,4,9,3,5,1705
150,5,0,3,23,6,12,2,4,1462
146,3,1,12,23,6,10,0,1,1837
58,3,0,6,23,5,4,3,1,1340
61,2,0,7,23,6,9,0,6,1441
118,5,0,8,24,6,5,2,9,1779
77,3,1,9,24,5,8,1,5,1668
105,5,0,8,23,4,3,1,6,1612
148,1,0,8,23,4,5,0,2,1438
159,4,0,2,24,3,7,2,3,1369
126,4,0,1,24,6,4,2,4,1245
152,6,1,11,24,8,9,3,9,2167
155,3,0,10,24,4,10,4,9,1942
158,3,0,7,23,7,8,2,2,1634
161,5,1,12,23,9,13,3,7,2207
107,6,1,6,24,6,13,2,9,1830
127,3,1,10,23,5,11,2,4,1873
124,5,1,13,23,8,10,2,6,2135
91,3,1,10,24,3,10,1,3,1678
117,5,0,6,24,4,5,2,8,1562
82,3,1,10,24,5,7,1,6,1725
120,2,1,10,24,5,13,2,1,1818
105,5,1,13,23,5,13,1,5,2000
154,2,0,7,23,6,9,1,3,1567
150,2,0,6,23,2,7,2,7,1550
100,2,0,2,24,6,8,2,5,1263
123,2,1,13,23,4,13,1,4,1966
170,1,0,4,23,8,4,2,6,1483
192,6,1,12,23,9,10,4,3,2237
192,4,1,13,23,6,14,2,2,2160
54,1,0,9,23,4,8,2,7,1532
132,3,0,6,23,4,10,1,4,1521
100,3,0,9,24,0,13,0,3,1470
59,6,1,8,23,7,14,2,5,1749
189,4,0,5,24,8,4,2,9,1757
53,4,0,12,23,4,11,3,7,1797
144,4,0,2,24,4,9,0,2,1254
195,2,0,16,24,5,11,1,4,2133
129,1,0,10,23,2,0,2,2,1498
85,3,1,7,24,4,13,1,7,1609
74,1,1,10,24,4,12,1,1,1540
147,1,0,2,24,5,9,1,4,1245
150,1,1,12,24,9,7,1,3,1892
58,4,1,9,24,6,11,1,5,1610
110,6,1,12,23,8,12,1,7,2096
102,6,0,4,23,7,12,3,8,1634
195,4,1,11,24,7,12,2,4,2070
112,3,0,7,24,6,9,2,2,1475
170,3,1,9,23,7,11,2,5,1907
154,3,0,10,24,9,4,2,3,1790
53,6,1,8,23,7,13,2,7,1795
142,6,1,11,24,6,11,2,6,2094
77,1,0,2,24,9,12,2,2,1212
129,4,0,1,23,9,5,1,3,1281
125,2,1,5,23,6,12,1,6,1594
165,1,0,8,23,7,7,0,3,1551
118,5,0,3,23,10,11,4,4,1576
147,6,0,8,24,7,6,2,6,1748
50,1,0,9,23,6,8,0,2,1332
145,4,1,12,23,6,10,3,5,2070
66,5,0,6,23,7,11,2,6,1554
161,1,1,12,23,6,12,1,4,1946
140,4,1,13,23,10,5,3,4,2068
137,4,0,7,24,7,5,1,3,1567
139,6,0,8,24,9,1,4,6,1805
98,2,0,3,24,7,10,0,2,1212
87,1,0,2,24,7,0,1,2,1066
